datetime,function,amount,time_seconds,version
2023-05-04 22:16:32,generator_iter,1000000,12.847999811172485,2.7.18
2023-05-04 22:16:45,generator_iter,1000000,14.657000064849854,2.7.18
2023-05-04 22:17:00,generator_iter,1000000,14.220999956130981,2.7.18
2023-05-04 22:17:14,generator_iter,1000000,11.541000127792358,2.7.18
2023-05-04 22:17:26,generator_iter,1000000,14.348999977111816,2.7.18
2023-05-04 22:17:40,generator_iter,1000000,13.509999990463257,2.7.18
2023-05-04 22:17:54,generator_iter,1000000,12.281000137329102,2.7.18
2023-05-04 22:18:06,generator_iter,1000000,11.968999862670898,2.7.18
2023-05-04 22:18:18,generator_iter,1000000,12.135999917984009,2.7.18
2023-05-04 22:18:30,generator_iter,1000000,14.933000087738037,2.7.18
2023-05-04 22:46:18,generator_iter,1000000,64.6960000992,3.0.1
2023-05-04 22:47:23,generator_iter,1000000,69.4440000057,3.0.1
2023-05-04 22:48:32,generator_iter,1000000,62.1949999332,3.0.1
2023-05-04 22:49:35,generator_iter,1000000,61.1150000095,3.0.1
2023-05-04 22:50:36,generator_iter,1000000,59.2359998226,3.0.1
2023-05-04 22:51:35,generator_iter,1000000,71.9300000668,3.0.1
2023-05-04 22:52:47,generator_iter,1000000,69.4839999676,3.0.1
2023-05-04 22:53:56,generator_iter,1000000,74.2369999886,3.0.1
2023-05-04 22:55:11,generator_iter,1000000,82.0269999504,3.0.1
2023-05-04 22:56:33,generator_iter,1000000,79.0979998112,3.0.1
