CMDLINE C:\code\projects\master-thesis\venv310\Scripts\python.exe main.py -d -g -i -l -s -t
MEM 1.804688 1683190407.2114
MEM 3.238281 1683190407.3261
MEM 3.238281 1683190407.4329
MEM 3.238281 1683190407.5432
MEM 3.238281 1683190407.6530
MEM 3.238281 1683190407.7632
MEM 3.238281 1683190407.8728
MEM 3.238281 1683190407.9841
MEM 3.238281 1683190408.0851
MEM 3.238281 1683190408.1951
MEM 3.238281 1683190408.3050
MEM 3.238281 1683190408.4170
MEM 3.238281 1683190408.5291
MEM 3.238281 1683190408.6400
MEM 3.238281 1683190408.7502
MEM 3.238281 1683190408.8608
MEM 3.238281 1683190408.9672
MEM 3.238281 1683190409.0770
MEM 3.238281 1683190409.1876
MEM 3.238281 1683190409.2975
MEM 3.238281 1683190409.4077
MEM 3.238281 1683190409.5164
MEM 3.238281 1683190409.6263
MEM 3.238281 1683190409.7363
MEM 3.238281 1683190409.8462
MEM 3.238281 1683190409.9564
MEM 3.238281 1683190410.0655
MEM 3.238281 1683190410.1762
MEM 3.238281 1683190410.2928
MEM 3.238281 1683190410.4001
MEM 3.238281 1683190410.5158
MEM 3.238281 1683190410.6178
MEM 3.238281 1683190410.7317
MEM 3.238281 1683190410.8328
MEM 3.238281 1683190410.9426
MEM 3.238281 1683190411.0535
MEM 3.238281 1683190411.1642
MEM 3.238281 1683190411.2749
MEM 3.238281 1683190411.3848
MEM 3.238281 1683190411.4949
MEM 3.238281 1683190411.6010
MEM 3.238281 1683190411.7110
MEM 3.238281 1683190411.8208
MEM 3.238281 1683190411.9306
MEM 3.238281 1683190412.0413
MEM 3.238281 1683190412.1512
MEM 3.238281 1683190412.2621
MEM 3.238281 1683190412.3723
MEM 3.238281 1683190412.4823
MEM 3.238281 1683190412.5921
MEM 3.238281 1683190412.6985
MEM 3.238281 1683190412.8083
MEM 3.238281 1683190412.9182
MEM 3.238281 1683190413.0286
MEM 3.238281 1683190413.1385
MEM 3.238281 1683190413.2491
MEM 3.238281 1683190413.3592
MEM 3.238281 1683190413.4705
MEM 3.238281 1683190413.5810
MEM 3.238281 1683190413.6909
