datetime,function,amount,time_seconds,version
2023-05-05 15:44:14,list_comprehension,10000000,0.6189324855804443,Cython
2023-05-05 15:44:14,list_iterator,10000000,0.26062703132629395,Cython
2023-05-05 15:44:14,generator,10000000,0.35730838775634766,Cython
2023-05-05 15:44:15,list_comprehension,10000000,0.5900189876556396,Cython
2023-05-05 15:44:15,list_iterator,10000000,0.21938800811767578,Cython
2023-05-05 15:44:15,generator,10000000,0.4101145267486572,Cython
2023-05-05 15:44:17,list_comprehension,10000000,0.6300005912780762,Cython
2023-05-05 15:44:17,list_iterator,10000000,0.29447054862976074,Cython
2023-05-05 15:44:17,generator,10000000,0.42575526237487793,Cython
2023-05-05 15:44:19,list_comprehension,10000000,0.8439667224884033,Cython
2023-05-05 15:44:19,list_iterator,10000000,0.22059011459350586,Cython
2023-05-05 15:44:19,generator,10000000,0.43298840522766113,Cython
2023-05-05 15:44:20,list_comprehension,10000000,0.8904578685760498,Cython
2023-05-05 15:44:20,list_iterator,10000000,0.24837231636047363,Cython
2023-05-05 15:44:20,generator,10000000,0.46354126930236816,Cython
2023-05-05 15:44:22,list_comprehension,10000000,0.6131556034088135,Cython
2023-05-05 15:44:22,list_iterator,10000000,0.26286840438842773,Cython
2023-05-05 15:44:22,generator,10000000,0.36082029342651367,Cython
2023-05-05 15:44:24,list_comprehension,10000000,0.5640096664428711,Cython
2023-05-05 15:44:24,list_iterator,10000000,0.2836318016052246,Cython
2023-05-05 15:44:24,generator,10000000,0.41056108474731445,Cython
2023-05-05 15:44:26,list_comprehension,10000000,0.5561122894287109,Cython
2023-05-05 15:44:26,list_iterator,10000000,0.2544429302215576,Cython
2023-05-05 15:44:26,generator,10000000,0.4100227355957031,Cython
2023-05-05 15:44:27,list_comprehension,10000000,0.7090497016906738,Cython
2023-05-05 15:44:27,list_iterator,10000000,0.3488907814025879,Cython
2023-05-05 15:44:27,generator,10000000,0.3832895755767822,Cython
2023-05-05 15:44:29,list_comprehension,10000000,0.6081180572509766,Cython
2023-05-05 15:44:29,list_iterator,10000000,0.22383379936218262,Cython
2023-05-05 15:44:29,generator,10000000,0.3907592296600342,Cython
2023-05-05 15:44:30,list_comprehension,10000000,0.5724561214447021,Cython
2023-05-05 15:44:30,list_iterator,10000000,0.22879695892333984,Cython
2023-05-05 15:44:30,generator,10000000,0.37021350860595703,Cython
2023-05-05 15:44:32,list_comprehension,10000000,0.5600826740264893,Cython
2023-05-05 15:44:32,list_iterator,10000000,0.2150866985321045,Cython
2023-05-05 15:44:32,generator,10000000,0.37647104263305664,Cython
2023-05-05 15:44:33,list_comprehension,10000000,0.6184732913970947,Cython
2023-05-05 15:44:33,list_iterator,10000000,0.21998000144958496,Cython
2023-05-05 15:44:33,generator,10000000,0.3903465270996094,Cython
2023-05-05 15:44:35,list_comprehension,10000000,0.5198013782501221,Cython
2023-05-05 15:44:35,list_iterator,10000000,0.21497678756713867,Cython
2023-05-05 15:44:35,generator,10000000,0.39005589485168457,Cython
2023-05-05 15:44:36,list_comprehension,10000000,0.5446813106536865,Cython
2023-05-05 15:44:36,list_iterator,10000000,0.2216947078704834,Cython
2023-05-05 15:44:36,generator,10000000,0.3884429931640625,Cython
2023-05-05 15:44:38,list_comprehension,10000000,0.5201661586761475,Cython
2023-05-05 15:44:38,list_iterator,10000000,0.2299482822418213,Cython
